County,Data Generation Date,OSHPD Project Status,Total Costs of OSHPD Projects,Number of OSHPD Projects,Collection of Counties
42 - Santa Barbara,3/27/2015,In Closure,81856560,20,
43 - Santa Clara,3/27/2015,In Review,239005934,86,Bay Area Counties
43 - Santa Clara,3/27/2015,Pending Construction,17117194,50,Bay Area Counties
43 - Santa Clara,3/27/2015,In Construction,1761142613,145,Bay Area Counties
43 - Santa Clara,3/27/2015,In Closure,160430678,37,Bay Area Counties
44 - Santa Cruz,3/27/2015,In Review,968216,8,
44 - Santa Cruz,3/27/2015,Pending Construction,65680,3,
44 - Santa Cruz,3/27/2015,In Construction,11500239,18,
44 - Santa Cruz,3/27/2015,In Closure,370487,3,
45 - Shasta,3/27/2015,In Review,22676915,16,
45 - Shasta,3/27/2015,Pending Construction,1410415,17,
45 - Shasta,3/27/2015,In Construction,10805083,29,
45 - Shasta,3/27/2015,In Closure,535249,4,
46 - Sierra,3/27/2015,In Review,0,0,
46 - Sierra,3/27/2015,Pending Construction,0,0,
46 - Sierra,3/27/2015,In Construction,0,0,
46 - Sierra,3/27/2015,In Closure,0,0,
47 - Siskiyou,3/27/2015,In Review,573607,5,
47 - Siskiyou,3/27/2015,Pending Construction,779200,3,
47 - Siskiyou,3/27/2015,In Construction,895758,7,
47 - Siskiyou,3/27/2015,In Closure,181064,4,
48 - Solano,3/27/2015,In Review,59297720,16,Bay Area Counties
48 - Solano,3/27/2015,Pending Construction,9062741,13,Bay Area Counties
48 - Solano,3/27/2015,In Construction,45079499,26,Bay Area Counties
48 - Solano,3/27/2015,In Closure,3674249,18,Bay Area Counties
49 - Sonoma,3/27/2015,In Review,7045984,29,Bay Area Counties
49 - Sonoma,3/27/2015,Pending Construction,1007866,10,Bay Area Counties
49 - Sonoma,3/27/2015,In Construction,19974204,38,Bay Area Counties
49 - Sonoma,3/27/2015,In Closure,133876361,32,Bay Area Counties
50 - Stanislaus,3/27/2015,In Review,22639239,11,
50 - Stanislaus,3/27/2015,Pending Construction,6465243,28,
50 - Stanislaus,3/27/2015,In Construction,7152054,36,
50 - Stanislaus,3/27/2015,In Closure,12504053,19,
51 - Sutter,3/27/2015,In Review,0,1,
51 - Sutter,3/27/2015,Pending Construction,12704683,3,
51 - Sutter,3/27/2015,In Construction,275467,1,
51 - Sutter,3/27/2015,In Closure,0,0,
52 - Tehama,3/27/2015,In Review,489636,3,
52 - Tehama,3/27/2015,Pending Construction,419575,6,
52 - Tehama,3/27/2015,In Construction,2179752,6,
52 - Tehama,3/27/2015,In Closure,0,0,
53 - Trinity,3/27/2015,In Review,178200,4,
53 - Trinity,3/27/2015,Pending Construction,858500,3,
53 - Trinity,3/27/2015,In Construction,115025,1,
53 - Trinity,3/27/2015,In Closure,0,0,
54 - Tulare,3/27/2015,In Review,29399800,11,
54 - Tulare,3/27/2015,Pending Construction,793018,12,
54 - Tulare,3/27/2015,In Construction,78401229,16,
54 - Tulare,3/27/2015,In Closure,2242208,10,
55 - Tuolumne,3/27/2015,In Review,0,0,
55 - Tuolumne,3/27/2015,Pending Construction,0,0,
55 - Tuolumne,3/27/2015,In Construction,421961,3,
55 - Tuolumne,3/27/2015,In Closure,1021989,6,
56 - Ventura,3/27/2015,In Review,91448012,42,Greater Los Angeles Counties
56 - Ventura,3/27/2015,Pending Construction,18992669,50,Greater Los Angeles Counties
56 - Ventura,3/27/2015,In Construction,396295418,84,Greater Los Angeles Counties
56 - Ventura,3/27/2015,In Closure,38626352,41,Greater Los Angeles Counties
57 - Yolo,3/27/2015,In Review,2441401,8,Greater Sacramento Counties
57 - Yolo,3/27/2015,Pending Construction,2249211,5,Greater Sacramento Counties
57 - Yolo,3/27/2015,In Construction,2899474,13,Greater Sacramento Counties
57 - Yolo,3/27/2015,In Closure,1431751,5,Greater Sacramento Counties
58 - Yuba,3/27/2015,In Review,6886000,6,
58 - Yuba,3/27/2015,Pending Construction,44643275,2,
58 - Yuba,3/27/2015,In Construction,94717513,5,
58 - Yuba,3/27/2015,In Closure,239311,3,
01 - Alameda,4/9/2015,In Review,173276926,57,Bay Area Counties
01 - Alameda,4/9/2015,Pending Construction,38816485,123,Bay Area Counties
01 - Alameda,4/9/2015,In Construction,619799215,137,Bay Area Counties
01 - Alameda,4/9/2015,In Closure,1308420254,122,Bay Area Counties
02 - Alpine,4/9/2015,In Review,0,0,
02 - Alpine,4/9/2015,Pending Construction,0,0,
02 - Alpine,4/9/2015,In Construction,0,0,
02 - Alpine,4/9/2015,In Closure,0,0,
03 - Amador,4/9/2015,In Review,6000,1,
03 - Amador,4/9/2015,Pending Construction,90043,3,
03 - Amador,4/9/2015,In Construction,4245080,8,
03 - Amador,4/9/2015,In Closure,263439,2,
04 - Butte,4/9/2015,In Review,3284770,11,
04 - Butte,4/9/2015,Pending Construction,5074128,12,
04 - Butte,4/9/2015,In Construction,87073415,14,
04 - Butte,4/9/2015,In Closure,2486049,4,
05 - Calaveras,4/9/2015,In Review,0,0,
05 - Calaveras,4/9/2015,Pending Construction,0,0,
05 - Calaveras,4/9/2015,In Construction,512427,5,
05 - Calaveras,4/9/2015,In Closure,95733,3,
06 - Colusa,4/9/2015,In Review,0,0,
06 - Colusa,4/9/2015,Pending Construction,0,0,
06 - Colusa,4/9/2015,In Construction,189399,3,
06 - Colusa,4/9/2015,In Closure,10937,2,
07 - Contra Costa,4/9/2015,In Review,34028398,40,Bay Area Counties
07 - Contra Costa,4/9/2015,Pending Construction,15211823,41,Bay Area Counties
07 - Contra Costa,4/9/2015,In Construction,27186400,54,Bay Area Counties
07 - Contra Costa,4/9/2015,In Closure,11994077,32,Bay Area Counties
08 - Del Norte,4/9/2015,In Review,0,1,
08 - Del Norte,4/9/2015,Pending Construction,14000,2,
08 - Del Norte,4/9/2015,In Construction,924970,2,
08 - Del Norte,4/9/2015,In Closure,9958,1,
09 - El Dorado,4/9/2015,In Review,8394234,8,Greater Sacramento Counties
09 - El Dorado,4/9/2015,Pending Construction,3512785,3,Greater Sacramento Counties
09 - El Dorado,4/9/2015,In Construction,18883976,10,Greater Sacramento Counties
09 - El Dorado,4/9/2015,In Closure,22418937,3,Greater Sacramento Counties
10 - Fresno,4/9/2015,In Review,33923364,23,
10 - Fresno,4/9/2015,Pending Construction,21735579,40,
10 - Fresno,4/9/2015,In Construction,239631240,79,
10 - Fresno,4/9/2015,In Closure,33201045,52,
11 - Glenn,4/9/2015,In Review,12962075,2,
11 - Glenn,4/9/2015,Pending Construction,0,0,
11 - Glenn,4/9/2015,In Construction,334685,2,
11 - Glenn,4/9/2015,In Closure,0,0,
12 - Humboldt,4/9/2015,In Review,12154500,8,
12 - Humboldt,4/9/2015,Pending Construction,717000,6,
12 - Humboldt,4/9/2015,In Construction,88784845,12,
12 - Humboldt,4/9/2015,In Closure,722044,5,
13 - Imperial,4/9/2015,In Review,0,0,
13 - Imperial,4/9/2015,Pending Construction,25500000,2,
13 - Imperial,4/9/2015,In Construction,590958,9,
13 - Imperial,4/9/2015,In Closure,35000,1,
14 - Inyo,4/9/2015,In Review,30000,1,
14 - Inyo,4/9/2015,Pending Construction,0,0,
14 - Inyo,4/9/2015,In Construction,50996,3,
14 - Inyo,4/9/2015,In Closure,20380,2,
15 - Kern,4/9/2015,In Review,12270476,25,
15 - Kern,4/9/2015,Pending Construction,2193236,19,
15 - Kern,4/9/2015,In Construction,65814520,36,
15 - Kern,4/9/2015,In Closure,8341532,18,
16 - Kings,4/9/2015,In Review,0,0,
16 - Kings,4/9/2015,Pending Construction,4922000,4,
16 - Kings,4/9/2015,In Construction,28464620,5,
16 - Kings,4/9/2015,In Closure,144333,6,
17 - Lake,4/9/2015,In Review,2374493,8,
17 - Lake,4/9/2015,Pending Construction,0,0,
17 - Lake,4/9/2015,In Construction,11485447,12,
17 - Lake,4/9/2015,In Closure,1697847,8,
18 - Lassen,4/9/2015,In Review,1229830,4,
18 - Lassen,4/9/2015,Pending Construction,865640,5,
18 - Lassen,4/9/2015,In Construction,1025807,9,
18 - Lassen,4/9/2015,In Closure,237907,1,
19 - Los Angeles,4/9/2015,In Review,534260727,535,Greater Los Angeles Counties
19 - Los Angeles,4/9/2015,Pending Construction,242088463,507,Greater Los Angeles Counties
19 - Los Angeles,4/9/2015,In Construction,918788034,842,Greater Los Angeles Counties
19 - Los Angeles,4/9/2015,In Closure,1262200491,611,Greater Los Angeles Counties
20 - Madera,4/9/2015,In Review,1725478,7,
20 - Madera,4/9/2015,Pending Construction,1014210,9,
20 - Madera,4/9/2015,In Construction,4137423,13,
20 - Madera,4/9/2015,In Closure,14815950,10,
21 - Marin,4/9/2015,In Review,215057261,31,Bay Area Counties
21 - Marin,4/9/2015,Pending Construction,2525190,9,Bay Area Counties
21 - Marin,4/9/2015,In Construction,32938101,21,Bay Area Counties
21 - Marin,4/9/2015,In Closure,3339163,16,Bay Area Counties
22 - Mariposa,4/9/2015,In Review,198686,1,
22 - Mariposa,4/9/2015,Pending Construction,0,0,
22 - Mariposa,4/9/2015,In Construction,163850,1,
22 - Mariposa,4/9/2015,In Closure,0,0,
23 - Mendocino,4/9/2015,In Review,598751,15,
23 - Mendocino,4/9/2015,Pending Construction,14182360,10,
23 - Mendocino,4/9/2015,In Construction,44669421,20,
23 - Mendocino,4/9/2015,In Closure,270921,4,
24 - Merced,4/9/2015,In Review,215266,7,
24 - Merced,4/9/2015,Pending Construction,338000,7,
24 - Merced,4/9/2015,In Construction,13204024,7,
24 - Merced,4/9/2015,In Closure,443097,3,
25 - Modoc,4/9/2015,In Review,0,0,
25 - Modoc,4/9/2015,Pending Construction,0,0,
25 - Modoc,4/9/2015,In Construction,0,0,
25 - Modoc,4/9/2015,In Closure,0,0,
26 - Mono,4/9/2015,In Review,95397,1,
26 - Mono,4/9/2015,Pending Construction,60000,1,
26 - Mono,4/9/2015,In Construction,22398,4,
26 - Mono,4/9/2015,In Closure,0,0,
27 - Monterey,4/9/2015,In Review,9325739,22,
27 - Monterey,4/9/2015,Pending Construction,1490839,10,
27 - Monterey,4/9/2015,In Construction,35073636,9,
27 - Monterey,4/9/2015,In Closure,312975,2,
28 - Napa,4/9/2015,In Review,2314740,19,Bay Area Counties
28 - Napa,4/9/2015,Pending Construction,81950,3,Bay Area Counties
28 - Napa,4/9/2015,In Construction,35043133,19,Bay Area Counties
28 - Napa,4/9/2015,In Closure,49700445,14,Bay Area Counties
29 - Nevada,4/9/2015,In Review,5856200,7,
29 - Nevada,4/9/2015,Pending Construction,50000,1,
29 - Nevada,4/9/2015,In Construction,48138827,29,
29 - Nevada,4/9/2015,In Closure,1941214,5,
30 - Orange,4/9/2015,In Review,36552913,81,Greater Los Angeles Counties
30 - Orange,4/9/2015,Pending Construction,53424151,71,Greater Los Angeles Counties
30 - Orange,4/9/2015,In Construction,114715192,181,Greater Los Angeles Counties
30 - Orange,4/9/2015,In Closure,85284935,168,Greater Los Angeles Counties
31 - Placer,4/9/2015,In Review,6825703,17,Greater Sacramento Counties
31 - Placer,4/9/2015,Pending Construction,1860866,12,Greater Sacramento Counties
31 - Placer,4/9/2015,In Construction,22451286,35,Greater Sacramento Counties
31 - Placer,4/9/2015,In Closure,106842565,20,Greater Sacramento Counties
32 - Plumas,4/9/2015,In Review,123118,2,
32 - Plumas,4/9/2015,Pending Construction,81437,5,
32 - Plumas,4/9/2015,In Construction,76962,2,
32 - Plumas,4/9/2015,In Closure,7946,1,
33 - Riverside,4/9/2015,In Review,205143088,82,
33 - Riverside,4/9/2015,Pending Construction,198565895,72,
33 - Riverside,4/9/2015,In Construction,137983278,131,
33 - Riverside,4/9/2015,In Closure,23938388,73,
34 - Sacramento,4/9/2015,In Review,103257332,69,Greater Sacramento Counties
34 - Sacramento,4/9/2015,Pending Construction,103721636,41,Greater Sacramento Counties
34 - Sacramento,4/9/2015,In Construction,287673191,139,Greater Sacramento Counties
34 - Sacramento,4/9/2015,In Closure,108376956,57,Greater Sacramento Counties
35 - San Benito,4/9/2015,In Review,0,0,
35 - San Benito,4/9/2015,Pending Construction,167000,2,
35 - San Benito,4/9/2015,In Construction,14008205,3,
35 - San Benito,4/9/2015,In Closure,250000,1,
36 - San Bernardino,4/9/2015,In Review,112076320,62,
36 - San Bernardino,4/9/2015,Pending Construction,9665278,74,
36 - San Bernardino,4/9/2015,In Construction,180241731,137,
36 - San Bernardino,4/9/2015,In Closure,45023679,63,
37 - San Diego,4/9/2015,In Review,107631507,109,
37 - San Diego,4/9/2015,Pending Construction,28931995,109,
37 - San Diego,4/9/2015,In Construction,1048614495,260,
37 - San Diego,4/9/2015,In Closure,162794947,184,
38 - San Francisco,4/9/2015,In Review,928605475,66,Bay Area Counties
38 - San Francisco,4/9/2015,Pending Construction,25599784,48,Bay Area Counties
38 - San Francisco,4/9/2015,In Construction,1407992041,127,Bay Area Counties
38 - San Francisco,4/9/2015,In Closure,777001318,37,Bay Area Counties
39 - San Joaquin,4/9/2015,In Review,36438107,30,
39 - San Joaquin,4/9/2015,Pending Construction,3158060,28,
39 - San Joaquin,4/9/2015,In Construction,11775432,43,
39 - San Joaquin,4/9/2015,In Closure,13788293,16,
40 - San Luis Obispo,4/9/2015,In Review,476500,5,
40 - San Luis Obispo,4/9/2015,Pending Construction,323500,10,
40 - San Luis Obispo,4/9/2015,In Construction,3510118,15,
40 - San Luis Obispo,4/9/2015,In Closure,7495963,19,
41 - San Mateo,4/9/2015,In Review,207904072,36,Bay Area Counties
41 - San Mateo,4/9/2015,Pending Construction,19696615,25,Bay Area Counties
41 - San Mateo,4/9/2015,In Construction,109474202,38,Bay Area Counties
41 - San Mateo,4/9/2015,In Closure,62584039,22,Bay Area Counties
42 - Santa Barbara,4/9/2015,In Review,14189675,21,
42 - Santa Barbara,4/9/2015,Pending Construction,8576257,23,
42 - Santa Barbara,4/9/2015,In Construction,373050719,50,
42 - Santa Barbara,4/9/2015,In Closure,81874160,20,
43 - Santa Clara,4/9/2015,In Review,234737623,86,Bay Area Counties
43 - Santa Clara,4/9/2015,Pending Construction,21556902,50,Bay Area Counties
43 - Santa Clara,4/9/2015,In Construction,1758642111,147,Bay Area Counties
43 - Santa Clara,4/9/2015,In Closure,156110992,36,Bay Area Counties
44 - Santa Cruz,4/9/2015,In Review,1007216,9,
44 - Santa Cruz,4/9/2015,Pending Construction,48180,2,
44 - Santa Cruz,4/9/2015,In Construction,11608689,19,
44 - Santa Cruz,4/9/2015,In Closure,370487,3,
45 - Shasta,4/9/2015,In Review,23078265,19,
45 - Shasta,4/9/2015,Pending Construction,1410415,17,
45 - Shasta,4/9/2015,In Construction,10805083,29,
45 - Shasta,4/9/2015,In Closure,473257,3,
46 - Sierra,4/9/2015,In Review,0,0,
46 - Sierra,4/9/2015,Pending Construction,0,0,
46 - Sierra,4/9/2015,In Construction,0,0,
46 - Sierra,4/9/2015,In Closure,0,0,
47 - Siskiyou,4/9/2015,In Review,573607,5,
47 - Siskiyou,4/9/2015,Pending Construction,779200,3,
47 - Siskiyou,4/9/2015,In Construction,895758,7,
47 - Siskiyou,4/9/2015,In Closure,181064,4,
48 - Solano,4/9/2015,In Review,59265720,17,Bay Area Counties
48 - Solano,4/9/2015,Pending Construction,1596000,10,Bay Area Counties
48 - Solano,4/9/2015,In Construction,44861057,28,Bay Area Counties
48 - Solano,4/9/2015,In Closure,5530650,17,Bay Area Counties
49 - Sonoma,4/9/2015,In Review,6442684,26,Bay Area Counties
49 - Sonoma,4/9/2015,Pending Construction,1906166,19,Bay Area Counties
49 - Sonoma,4/9/2015,In Construction,19974204,39,Bay Area Counties
49 - Sonoma,4/9/2015,In Closure,125699990,26,Bay Area Counties
50 - Stanislaus,4/9/2015,In Review,8297075,14,
50 - Stanislaus,4/9/2015,Pending Construction,21092243,28,
50 - Stanislaus,4/9/2015,In Construction,7224594,38,
50 - Stanislaus,4/9/2015,In Closure,12504053,19,
51 - Sutter,4/9/2015,In Review,0,1,
51 - Sutter,4/9/2015,Pending Construction,12709983,4,
51 - Sutter,4/9/2015,In Construction,275467,1,
51 - Sutter,4/9/2015,In Closure,0,0,
52 - Tehama,4/9/2015,In Review,489636,3,
52 - Tehama,4/9/2015,Pending Construction,419575,6,
52 - Tehama,4/9/2015,In Construction,2179752,6,
52 - Tehama,4/9/2015,In Closure,0,0,
53 - Trinity,4/9/2015,In Review,178200,4,
53 - Trinity,4/9/2015,Pending Construction,858500,3,
53 - Trinity,4/9/2015,In Construction,115025,1,
53 - Trinity,4/9/2015,In Closure,0,0,
54 - Tulare,4/9/2015,In Review,29509800,12,
54 - Tulare,4/9/2015,Pending Construction,769000,13,
54 - Tulare,4/9/2015,In Construction,78553247,17,
54 - Tulare,4/9/2015,In Closure,2215208,9,
55 - Tuolumne,4/9/2015,In Review,1405127,1,
55 - Tuolumne,4/9/2015,Pending Construction,0,0,
55 - Tuolumne,4/9/2015,In Construction,421961,3,
55 - Tuolumne,4/9/2015,In Closure,1012189,5,
56 - Ventura,4/9/2015,In Review,90119012,41,Greater Los Angeles Counties
56 - Ventura,4/9/2015,Pending Construction,20490769,53,Greater Los Angeles Counties
56 - Ventura,4/9/2015,In Construction,396318418,85,Greater Los Angeles Counties
56 - Ventura,4/9/2015,In Closure,38780190,41,Greater Los Angeles Counties
57 - Yolo,4/9/2015,In Review,2432341,6,Greater Sacramento Counties
57 - Yolo,4/9/2015,Pending Construction,2258271,7,Greater Sacramento Counties
57 - Yolo,4/9/2015,In Construction,2911474,13,Greater Sacramento Counties
57 - Yolo,4/9/2015,In Closure,1052188,4,Greater Sacramento Counties
58 - Yuba,4/9/2015,In Review,6886000,6,
58 - Yuba,4/9/2015,Pending Construction,44643275,2,
58 - Yuba,4/9/2015,In Construction,94717513,5,
58 - Yuba,4/9/2015,In Closure,239311,3,
01 - Alameda,4/23/2015,In Review,173451206,59,Bay Area Counties
01 - Alameda,4/23/2015,Pending Construction,38632085,119,Bay Area Counties
01 - Alameda,4/23/2015,In Construction,619930615,140,Bay Area Counties
01 - Alameda,4/23/2015,In Closure,1308420254,122,Bay Area Counties
02 - Alpine,4/23/2015,In Review,0,0,
02 - Alpine,4/23/2015,Pending Construction,0,0,
02 - Alpine,4/23/2015,In Construction,0,0,
02 - Alpine,4/23/2015,In Closure,0,0,
03 - Amador,4/23/2015,In Review,6000,1,
03 - Amador,4/23/2015,Pending Construction,90043,3,
03 - Amador,4/23/2015,In Construction,3964946,6,
03 - Amador,4/23/2015,In Closure,631111,4,
04 - Butte,4/23/2015,In Review,3284770,9,
04 - Butte,4/23/2015,Pending Construction,4338128,13,
04 - Butte,4/23/2015,In Construction,87729358,15,
04 - Butte,4/23/2015,In Closure,2486049,4,
05 - Calaveras,4/23/2015,In Review,0,0,
05 - Calaveras,4/23/2015,Pending Construction,0,0,
05 - Calaveras,4/23/2015,In Construction,512427,5,
05 - Calaveras,4/23/2015,In Closure,95733,3,
06 - Colusa,4/23/2015,In Review,0,0,
06 - Colusa,4/23/2015,Pending Construction,0,0,
06 - Colusa,4/23/2015,In Construction,189399,3,
06 - Colusa,4/23/2015,In Closure,10937,2,
07 - Contra Costa,4/23/2015,In Review,34105898,40,Bay Area Counties
07 - Contra Costa,4/23/2015,Pending Construction,13323273,38,Bay Area Counties
07 - Contra Costa,4/23/2015,In Construction,29295928,58,Bay Area Counties
07 - Contra Costa,4/23/2015,In Closure,11932029,30,Bay Area Counties
08 - Del Norte,4/23/2015,In Review,2100000,2,
08 - Del Norte,4/23/2015,Pending Construction,14000,2,
08 - Del Norte,4/23/2015,In Construction,924970,2,
08 - Del Norte,4/23/2015,In Closure,0,0,
09 - El Dorado,4/23/2015,In Review,8394234,8,Greater Sacramento Counties
09 - El Dorado,4/23/2015,Pending Construction,3512500,2,Greater Sacramento Counties
09 - El Dorado,4/23/2015,In Construction,18884261,11,Greater Sacramento Counties
09 - El Dorado,4/23/2015,In Closure,22418937,3,Greater Sacramento Counties
10 - Fresno,4/23/2015,In Review,33943064,23,
10 - Fresno,4/23/2015,Pending Construction,15565213,36,
10 - Fresno,4/23/2015,In Construction,246056731,82,
10 - Fresno,4/23/2015,In Closure,33262884,55,
11 - Glenn,4/23/2015,In Review,12962075,2,
11 - Glenn,4/23/2015,Pending Construction,0,0,
11 - Glenn,4/23/2015,In Construction,334685,2,
11 - Glenn,4/23/2015,In Closure,0,0,
12 - Humboldt,4/23/2015,In Review,12154500,8,
12 - Humboldt,4/23/2015,Pending Construction,667000,5,
12 - Humboldt,4/23/2015,In Construction,88837110,13,
12 - Humboldt,4/23/2015,In Closure,722044,5,
13 - Imperial,4/23/2015,In Review,520000,3,
13 - Imperial,4/23/2015,Pending Construction,19510000,2,
13 - Imperial,4/23/2015,In Construction,8938958,10,
13 - Imperial,4/23/2015,In Closure,35000,1,
14 - Inyo,4/23/2015,In Review,30000,1,
14 - Inyo,4/23/2015,Pending Construction,0,0,
14 - Inyo,4/23/2015,In Construction,50996,3,
14 - Inyo,4/23/2015,In Closure,20380,2,
15 - Kern,4/23/2015,In Review,12270476,25,
15 - Kern,4/23/2015,Pending Construction,1854736,17,
15 - Kern,4/23/2015,In Construction,65306843,35,
15 - Kern,4/23/2015,In Closure,9061695,21,
16 - Kings,4/23/2015,In Review,0,0,
16 - Kings,4/23/2015,Pending Construction,4915000,3,
16 - Kings,4/23/2015,In Construction,28357274,4,
16 - Kings,4/23/2015,In Closure,258679,8,
